isbn,title,author,publisher,price,wholesaler_name,purchase_type,quantity,unit_cost,received_date,consignment_deadline
'9784289665143,遠い橋の行方,吉田涼,緑陰出版,620,地方・小出版流通センター,買切,13,412,2026-05-26,
'9780105315100,2027年度版 基本情報技術者試験 完全対策,中村楓,緑陰出版,2470,トーハン,買切,11,1774,2026-05-31,
'9782477755089,はじめてのガーデニング,太田杏,青葉出版社,1700,トーハン,買切,12,1210,2026-06-18,
'9784104089581,灰色ドミノ 第18巻,松本誠,翠嵐館,590,大阪屋栗田,買切,8,359,2026-05-15,
'9783885665434,日本の祭りの謎,松本花子,清流出版社,1100,日販,委託,6,785,2026-05-11,2026-10-14
'9784354834214,遠い手紙の始まり,村上美咲,翠嵐堂,950,日販,買切,14,595,2026-06-16,
'9784717535826,西表島紀行 写真集,近藤陸,白鷺文庫,4380,大阪屋栗田,委託,20,3024,2026-05-06,2026-07-06
'9781302065157,深海探偵局 第6巻,夜守 帳,翠嵐堂,680,地方・小出版流通センター,買切,2,475,2026-06-02,
'9780819242358,冬の日の窓辺のうた,太田隆,朝霧出版,710,トーハン,買切,19,490,2026-06-28,
'9780105384519,ぞうと星空のたび,村上杏,白鷺出版,1360,大阪屋栗田,委託,8,962,2026-05-09,2026-09-06
'9789282169803,図解でわかる宇宙,加藤葵,翠嵐舎,1080,地方・小出版流通センター,委託,2,805,2026-05-07,2026-07-25
'9787474358875,毎日の常備菜レシピ,林葵,白鷺文庫,1570,日販,買切,8,1090,2026-04-16,
'9787422182590,キャンプ料理の基本,岩崎誠,清流出版社,1470,日販,買切,6,1050,2026-06-25,
'9788894159325,天文学の謎,柴田湊,陽光舎,1170,大阪屋栗田,買切,20,717,2026-04-23,
'9788564988736,鉄輪のワルツ 第5巻,堀内さくら,翠嵐舎,670,大阪屋栗田,買切,17,436,2026-07-13,
'9783135207612,忘れられた喫茶店の結末,三浦凛,緑陰出版,620,地方・小出版流通センター,買切,11,410,2026-05-22,
'9786098886719,瀬戸内を歩く,鈴木美咲,翠嵐舎,3010,トーハン,買切,9,2091,2026-07-08,
'9782129189163,ペンギンと魔法のスープの冒険,霧島 燈,若草出版社,1190,トーハン,買切,4,830,2026-05-27,
'9786444110758,雨音レコード 第18巻,菅原凛,丘上出版社,600,日販,買切,10,383,2026-04-25,
'9782728986392,脳科学の謎,鈴木隆,蒼穹堂,870,日販,委託,5,539,2026-04-16,2026-07-02
'9783413454608,5分でわかる会計,渡辺詩織,若草出版社,1450,地方・小出版流通センター,買切,7,1067,2026-05-16,
'9786476145933,今日からできるスパイスカレー,坂本陸,清流出版,1530,地方・小出版流通センター,買切,20,927,2026-06-09,
'9781035656172,マーケティング大全,佐藤健,陽光舎,1570,地方・小出版流通センター,委託,12,961,2026-06-24,2026-10-29
'9780000966902,小笠原諸島を歩く,長谷川花子,陽光舎,3200,日販,買切,11,2288,2026-06-17,
'9788783198039,2027年度版 宅建士試験 完全対策,柴田詩織,翠嵐館,2140,大阪屋栗田,買切,17,1375,2026-05-09,
'9786911868007,一気にわかる脳科学,佐藤結衣,朝霧出版,900,日販,買切,7,644,2026-07-13,
'9787966709529,はじめての時短家事,霧島 楓,青葉館,1310,日販,委託,7,822,2026-07-05,2026-10-20
'9784368731288,AIの未来の謎,井上由美,銀河舎,1020,地方・小出版流通センター,買切,2,706,2026-04-19,
'9782796696339,針と糸の魔女 第3巻,前田誠,陽光舎,510,日販,委託,11,344,2026-04-30,2026-05-08
'9787571734237,星屑ダイナー 第16巻,藤田悠真,茜色出版社,570,地方・小出版流通センター,買切,6,421,2026-06-23,
'9789107954782,はじめての家計管理,橋本健,翠嵐舎,1450,トーハン,買切,17,920,2026-05-12,
'9787055654358,尾道紀行 写真集,鈴木蒼,丘上館,3140,地方・小出版流通センター,買切,5,2117,2026-07-08,
'9787881647241,阿蘇、季節の情景,遠藤大輔,青葉出版社,2900,大阪屋栗田,買切,17,1806,2026-04-27,
'9780254372047,英検1級 完全対策,佐藤美咲,朝霧出版,2060,大阪屋栗田,買切,8,1269,2026-05-05,
'9786046512868,小さな庭の迷宮,吉田花子,茜色出版社,860,日販,買切,5,532,2026-06-11,
'9785811808199,もぐらと空とぶ本のたび,太田真央,銀河出版,1450,地方・小出版流通センター,買切,9,1075,2026-05-19,
'9785653565199,ねこと魔法のスープのプレゼント,小林翔太,陽光舎,1160,日販,買切,16,737,2026-05-08,
'9782209040360,今日からできる観葉植物,堀内陽子,蒼穹堂,1500,日販,買切,3,921,2026-06-09,
'9787270723426,戦国時代の謎,橋本葵,銀河舎,1120,地方・小出版流通センター,買切,12,709,2026-05-19,
'9788094783573,竜と鍛冶屋 第14巻,斎藤大輔,翠嵐館,580,日販,買切,10,419,2026-07-13,
'9782308988051,はじめてのお弁当,伊藤真央,陽光舎,1520,地方・小出版流通センター,買切,7,1109,2026-05-26,
'9785238800783,会計思考,伊藤由美,若草出版社,1590,日販,委託,10,1023,2026-05-18,2026-06-20
'9786073536806,冬の日の庭の続き,日向 朔,陽光舎,670,大阪屋栗田,委託,12,421,2026-05-20,2026-07-25
'9784105796587,2026年度版 TOEIC 500点突破 完全対策,小林悠真,茜色出版社,2370,地方・小出版流通センター,委託,14,1542,2026-05-05,2026-06-19
'9780441333394,おつまみのコツ,長谷川蒼,丘上出版社,1640,日販,買切,19,1227,2026-04-16,
'9781655382512,名もなき図書館の秘密,中村陸,清流出版社,840,大阪屋栗田,買切,18,528,2026-07-11,
'9788110332556,軽井沢を歩く,月城 碧,清流出版,3610,日販,買切,14,2606,2026-07-08,
'9787294264677,静かな写真の結末,渡辺隆,白鷺出版,740,地方・小出版流通センター,買切,16,490,2026-04-19,
'9787688635458,見えない傘の使者,村上楓,朝霧出版,640,トーハン,買切,17,441,2026-07-08,
'9788473672849,チーム運営の教科書,林詩織,銀河舎,1730,大阪屋栗田,買切,11,1038,2026-05-10,
'9789703299324,プレゼン術大全,橋本さくら,丘上出版社,1480,日販,委託,10,1109,2026-04-15,2026-06-03
'9788154124612,気候変動の謎,小林一郎,茜色出版社,1030,トーハン,委託,11,704,2026-05-02,2026-06-04
'9788640187596,AIの未来全史,井上茜,若草出版社,930,大阪屋栗田,買切,12,560,2026-04-17,
'9780514015592,青の音符 第13巻,岩崎大輔,清流出版社,570,地方・小出版流通センター,委託,15,404,2026-05-16,2026-08-11
'9781141097968,図解 生成AI活用入門,森詩織,翠嵐出版社,1810,大阪屋栗田,委託,13,1330,2026-04-17,2026-09-24
'9786684263788,令和幽霊譚 第12巻,近藤杏,銀河出版社,530,大阪屋栗田,買切,2,338,2026-05-12,
'9789940965211,日本の祭り全史,井上蒼,清流出版社,1180,大阪屋栗田,買切,1,737,2026-06-15,
'9788809519688,哲学の謎,村上蒼太,朝霧出版社,990,日販,買切,9,691,2026-06-02,
'9784512724593,くまと小さな灯りのひみつ,松本花子,銀河舎,1500,地方・小出版流通センター,買切,15,951,2026-04-25,
'9783187321458,組織開発の教科書,森太郎,清流出版社,1680,トーハン,買切,12,1112,2026-07-08,
'9789352109494,潮騒ノート 第14巻,木村大輔,蒼穹書房,470,地方・小出版流通センター,買切,5,308,2026-06-14,
'9780938885382,図解でわかる日本史,松本陽子,蒼穹堂,940,日販,買切,6,585,2026-05-13,
'9781987684827,もぐらとふしぎな時計のプレゼント,水無月 紬,翠嵐出版社,1130,大阪屋栗田,委託,20,732,2026-04-27,2026-07-01
'9784991654541,哲学の謎,渡辺湊,丘上館,910,日販,買切,3,671,2026-06-13,
'9788242380661,天文学全史,岩崎真央,朝霧出版社,940,大阪屋栗田,委託,11,670,2026-04-25,2026-10-07
'9783415442528,記憶の中の傘の贈り物,橋本真央,朝霧出版,870,日販,委託,3,524,2026-05-19,2026-06-25
'9780547016368,影絵の国のアリス 第7巻,村上浩二,蒼穹堂,570,トーハン,委託,10,387,2026-05-18,2026-07-23
'9786216126123,交渉術思考,中村浩二,翠嵐館,1490,地方・小出版流通センター,買切,15,947,2026-07-10,
'9780587255895,記憶の中の喫茶店の物語,木村一郎,翠嵐舎,830,日販,買切,11,520,2026-05-05,
'9785282076851,終電サーカス 第2巻,冬野 綴,蒼穹堂,440,大阪屋栗田,買切,4,312,2026-05-06,
'9789194107139,誰も知らない港の結末,前田誠,陽光舎,860,トーハン,委託,19,555,2026-05-06,2026-08-09
'9789556531909,10分でわかる人的資本経営,朝比奈 朔,満月舎,1710,大阪屋栗田,委託,5,1232,2026-05-26,2026-07-25
'9788539447213,毎日の常備菜レシピ,村上陸,茜色出版社,1600,日販,買切,11,1115,2026-06-16,
'9788449604102,儚い鍵の贈り物,山本詩織,朝霧出版社,810,地方・小出版流通センター,買切,7,533,2026-04-17,
'9785981427244,雨音レコード 第13巻,月城 朔,朝霧出版,570,地方・小出版流通センター,買切,14,349,2026-04-17,
'9782128777736,はじめてのパン作り,中村栞,朝霧出版社,1280,トーハン,委託,6,893,2026-05-21,2026-08-20
'9785378626151,名もなき坂道のうた,木村栞,清流出版,770,トーハン,買切,6,501,2026-06-06,
'9788411310901,深夜の花束の約束事,前田由美,丘上館,810,地方・小出版流通センター,買切,18,552,2026-05-02,
'9786750732224,古びた写真の始まり,前田葵,緑陰出版,930,地方・小出版流通センター,委託,9,643,2026-07-12,2026-08-18
'9786003825987,たぬきと雲のパン屋のものがたり,加藤陸,丘上館,1180,日販,買切,20,744,2026-06-25,
'9783048397639,静かな傘の贈り物,森楓,丘上出版社,870,大阪屋栗田,買切,4,558,2026-06-07,
'9784909098207,静かな鍵の迷宮,堀内凛,翠嵐出版社,650,地方・小出版流通センター,買切,9,462,2026-06-06,
'9785123138199,砂上のグランドライン 第12巻,林健,銀河出版社,540,日販,委託,20,339,2026-07-09,2026-08-16
'9787917964854,潮騒ノート 第13巻,太田さくら,翠嵐舎,520,大阪屋栗田,委託,9,365,2026-05-01,2026-08-09
'9787569203400,沖縄、季節の情景,三浦葵,白鷺出版,2680,トーハン,買切,2,1855,2026-04-26,
'9783288438161,ねこと小さな灯りのプレゼント,岡田湊,丘上館,1310,地方・小出版流通センター,買切,12,885,2026-07-08,
'9788470319600,はじめての観葉植物,福田美咲,翠嵐館,1630,日販,委託,11,1111,2026-06-20,2026-11-11
'9782452722839,TOEIC 650点突破 完全対策,鈴木健,翠嵐出版社,1690,トーハン,委託,4,1158,2026-05-28,2026-10-14
'9782991695755,宅建士試験 完全対策,近藤楓,蒼穹書房,2680,日販,買切,20,1682,2026-07-10,
'9788528197457,針と糸の魔女 第13巻,日向 律,翠嵐館,580,地方・小出版流通センター,買切,2,373,2026-07-08,
'9788625917248,ぬか漬けの基本,雨宮 碧,朝霧出版,1690,大阪屋栗田,買切,5,1233,2026-05-30,
'9784108236202,はじめての常備菜,中村美咲,陽光舎,1420,日販,買切,5,1030,2026-05-07,
'9783861750062,毎日の家計管理レシピ,吉田さくら,翠嵐堂,1240,地方・小出版流通センター,委託,15,824,2026-05-17,2026-10-05
'9785232777296,世界経済の謎,堀内杏,丘上館,890,地方・小出版流通センター,委託,15,648,2026-07-14,2026-08-30
'9787719185297,進化論の謎,渡辺真央,翠嵐舎,1180,トーハン,買切,18,733,2026-04-19,
'9784996656847,今日からできる観葉植物,中村蒼,朝霧出版,1490,トーハン,買切,5,951,2026-05-26,
'9785850040765,天球儀の街 第2巻,石川由美,緑陰出版,660,日販,買切,18,452,2026-05-24,
'9789217961694,図解 会計入門,岩崎健,蒼穹書房,1770,大阪屋栗田,委託,14,1230,2026-05-17,2026-11-09
'9787696169105,2026年度版 FP技能検定3級 完全対策,山口葵,清流出版社,2240,日販,買切,3,1607,2026-06-18,
'9788389315427,眩しい駅の物語,渡辺結衣,白鷺出版,740,日販,買切,10,490,2026-04-19,
'9782834605958,刀と花 第8巻,伊藤陽子,清流出版,460,トーハン,買切,14,302,2026-05-26,
'9781464576690,たぬきと小さな灯りの冒険,三浦陸,清流出版社,1050,日販,買切,8,764,2026-06-01,
'9785307496657,統計検定2級 完全対策,夜守 綴,丘上出版社,1880,地方・小出版流通センター,買切,8,1388,2026-04-19,
'9782835373955,最後の港の続き,冬野 朔,若草出版社,810,トーハン,買切,14,494,2026-06-19,
'9782877317177,灰色ドミノ 第8巻,伊藤健,清流出版,540,地方・小出版流通センター,買切,18,350,2026-07-05,
'9781016422024,毎日のスパイスカレーレシピ,坂本悠真,銀河出版社,1400,トーハン,買切,20,1016,2026-05-31,
'9788009872156,名もなき本屋の使者,吉田健,銀河舎,740,トーハン,買切,20,507,2026-04-18,
'9785876231161,灰色ドミノ 第2巻,堀内茜,清流出版,500,トーハン,買切,17,305,2026-06-28,
'9785213774009,15分でわかるサブスク経営,山口楓,青葉出版社,1560,日販,買切,10,1062,2026-06-04,
'9780825031427,毎日のぬか漬けレシピ,山口真央,丘上館,1360,トーハン,買切,14,927,2026-06-24,
'9783059385755,1分でわかるブランディング,三浦浩二,青葉館,1900,トーハン,委託,11,1292,2026-05-27,2026-07-16
'9783597137649,戦国時代の謎,中村詩織,陽光舎,1180,日販,委託,16,819,2026-04-26,2026-08-18
'9782202820327,令和幽霊譚 第1巻,三浦陽子,丘上出版社,640,地方・小出版流通センター,買切,12,413,2026-05-17,
'9781236077509,儚い港の物語,木村由美,朝霧出版社,860,日販,買切,19,595,2026-07-13,
'9787384019859,静かな坂道の秘密,斎藤健,若草出版社,850,地方・小出版流通センター,委託,5,636,2026-05-18,2026-05-23
'9784252183186,一気にわかるAIの未来,山口大輔,銀河出版,1150,地方・小出版流通センター,買切,19,746,2026-06-07,
'9782158021557,飛騨高山紀行 写真集,松本さくら,蒼穹堂,3810,トーハン,委託,8,2374,2026-05-05,2026-10-18
'9786348320840,はじめての家計管理,中村蒼,翠嵐堂,1590,地方・小出版流通センター,買切,1,1112,2026-06-07,
'9786849251001,ロジカルシンキングの教科書,田中陸,蒼穹堂,1840,地方・小出版流通センター,買切,11,1129,2026-06-18,
'9782326164598,ひつじと願いの種の冒険,岩崎花子,翠嵐舎,1070,トーハン,買切,1,787,2026-06-19,
'9786419156422,ペンギンとふしぎな時計の冒険,山口悠真,白鷺文庫,1070,トーハン,委託,6,799,2026-05-21,2026-11-05
'9784051020118,2026年度版 FP技能検定3級 完全対策,森翔太,丘上館,2700,日販,買切,4,1816,2026-05-08,
'9788661428524,登録販売者試験 完全対策,吉田花子,清流出版,2370,トーハン,委託,14,1663,2026-05-27,2026-11-19
'9782508655012,一気にわかる宇宙,雨宮 律,丘上館,1130,日販,買切,3,845,2026-07-13,
'9782081995932,天球儀の街 第7巻,月城 帳,満月舎,680,日販,買切,18,462,2026-07-11,
'9783277970948,静かな写真の肖像,青木杏,丘上館,870,日販,買切,15,547,2026-05-30,
'9788930681780,一気にわかる宇宙,風間 紬,朝霧出版社,1090,大阪屋栗田,委託,8,657,2026-06-13,2026-12-03
'9783989054363,灰色ドミノ 第15巻,渡辺太郎,青葉館,640,日販,委託,17,436,2026-06-25,2026-08-07
'9788688302838,天文学の謎,木村さくら,朝霧出版,950,地方・小出版流通センター,委託,6,570,2026-05-08,2026-10-27
'9781170543375,営業力の教科書,柴田さくら,翠嵐館,1780,地方・小出版流通センター,委託,16,1073,2026-04-22,2026-10-12
'9789824657232,3分でわかるマーケティング,小林蒼,青葉出版社,1420,トーハン,買切,14,969,2026-05-30,
'9782812735714,FP技能検定2級 完全対策,渡辺大輔,若草出版社,2290,地方・小出版流通センター,買切,19,1557,2026-07-05,
'9787772071193,鉄輪のワルツ 第1巻,山口陸,陽光舎,480,地方・小出版流通センター,買切,5,353,2026-05-01,
'9784244996404,放課後のミステリー 第9巻,藤井さくら,満月舎,610,大阪屋栗田,買切,19,416,2026-05-09,
'9782582691289,雨音レコード 第18巻,夜守 蒼,青葉出版社,650,大阪屋栗田,買切,17,439,2026-07-09,
'9783660875409,今日からできるキャンプ料理,藤井浩二,翠嵐館,1350,地方・小出版流通センター,委託,6,853,2026-05-28,2026-11-01
'9789410735696,灰色ドミノ 第16巻,三浦詩織,白鷺出版,650,地方・小出版流通センター,買切,8,445,2026-07-02,
'9789991074375,今日からできるヨガ,伊藤湊,緑陰出版,1630,日販,買切,19,983,2026-06-26,
'9782308278688,図解でわかる世界経済,菅原詩織,丘上館,860,トーハン,買切,5,639,2026-06-16,
'9788978854900,最後の鍵の物語,吉田涼,緑陰出版,860,トーハン,委託,19,620,2026-07-08,2026-11-10
'9780336555276,ねこと空とぶ本のたび,日向 朔,青葉館,1090,大阪屋栗田,委託,16,802,2026-06-22,2026-10-18
'9786774181930,名もなき図書館の記録,三浦翔太,翠嵐出版社,650,日販,買切,7,407,2026-05-28,
'9785186197966,うさぎと願いの種のひみつ,高橋太郎,蒼穹堂,1120,地方・小出版流通センター,買切,18,815,2026-05-12,
